,co2,co2-Stdev,ch4,ch4-Stdev,co,co-Stdev,AT,AT-Stdev,AP,AP-Stdev,RH,RH-Stdev,WS,WS-Stdev,WD,WD-Stdev
2019-02-01 08:00:00,416.349,0.056,1974.5,0.632,137.798,0.955,-4.122,0.239,964.019,0.127,65.995,2.286,1.348,0.331,138.463,26.29
2019-02-01 09:00:00,416.494,0.089,1976.31,1.221,138.154,0.992,-3.941,0.266,964.356,0.133,63.658,2.552,0.936,0.36,146.431,49.74
2019-02-01 10:00:00,416.481,0.055,1976.67,1.008,138.255,0.666,-3.971,0.194,964.791,0.109,64.41,1.603,1.171,0.405,132.498,35.379
2019-02-01 11:00:00,416.461,0.05,1977.06,0.549,137.686,0.98,-4.338,0.288,965.103,0.074,67.971,2.601,2.095,0.894,143.588,23.646
2019-02-01 12:00:00,416.442,0.059,1976.97,0.699,137.759,0.826,-4.257,0.31,965.18,0.019,66.947,2.171,1.715,0.419,144.844,20.143
2019-02-01 13:00:00,416.32,0.05,1975.46,0.601,137.261,0.782,-4.531,0.31,965.272,0.028,68.439,2.691,2.276,0.543,126.282,16.543
2019-02-01 14:00:00,416.365,0.045,1976.33,0.549,137.503,0.904,-4.375,0.279,965.309,0.033,66.322,1.873,1.753,0.528,133.601,17.694
2019-02-01 15:00:00,416.262,0.063,1975.66,0.56,136.942,0.731,-4.531,0.119,965.493,0.071,66.92,0.92,1.6,0.482,136.519,16.346
2019-02-01 16:00:00,416.206,0.072,1975.42,0.616,136.682,0.934,-4.404,0.188,965.698,0.071,65.382,1.58,2.118,0.346,159.705,13.239
2019-02-01 17:00:00,415.929,0.06,1972.74,0.69,135.324,1.011,-4.351,0.106,965.9,0.033,63.929,0.504,2.887,0.24,164.892,6.306
2019-02-01 18:00:00,415.689,0.063,1969.86,0.81,134.228,0.857,-4.52,0.087,966.06,0.034,64.872,0.601,3.132,0.559,166.611,5.93
2019-02-01 19:00:00,415.648,0.068,1969.28,0.799,133.839,1.021,-4.683,0.115,966.187,0.03,65.169,0.714,4.573,1.383,165.968,7.174
2019-02-01 20:00:00,415.33,0.172,1965.37,2.057,131.839,1.2,-4.589,0.26,966.243,0.103,62.001,2.456,5.405,1.587,154.867,15.302
2019-02-01 21:00:00,414.948,0.137,1961.12,1.577,129.563,0.952,-5.45,0.422,966.5,0.032,68.468,4.664,4.123,1.059,157.299,14.347
2019-02-01 22:00:00,414.764,0.032,1959.04,0.477,128.605,0.855,-5.893,0.198,966.564,0.047,71.876,2.566,3.925,0.661,142.436,14.455
2019-02-01 23:00:00,414.613,0.055,1957.13,0.75,127.798,1.077,-5.771,0.24,966.541,0.095,68.766,2.362,3.484,1.012,143.62,15.425
2019-02-02 00:00:00,414.589,0.031,1956.29,0.265,127.671,0.827,-5.401,0.141,966.408,0.036,62.186,1.741,5.225,0.924,167.872,11.521
2019-02-02 01:00:00,414.567,0.048,1955.99,0.716,127.683,0.81,-5.736,0.226,966.236,0.089,65.201,2.515,5.721,1.638,162.092,17.105
2019-02-02 02:00:00,414.472,0.016,1955.06,0.283,127.095,0.692,-6.736,0.476,965.997,0.112,77.516,6.823,7.097,1.102,146.646,13.666
2019-02-02 03:00:00,414.484,0.012,1955.2,0.231,127.159,0.729,-7.151,0.176,965.699,0.102,78.998,2.295,6.949,0.89,145.692,8.007
2019-02-02 04:00:00,414.587,0.024,1955.79,0.264,127.954,0.702,-7.036,0.278,965.374,0.134,77.375,3.059,7.956,1.021,139.865,7.554
2019-02-02 05:00:00,414.709,0.083,1956.4,0.522,128.348,0.97,-6.629,0.279,965.081,0.062,72.732,3.215,8.561,0.832,139.976,8.473
2019-02-02 06:00:00,414.92,0.111,1958.06,0.8,129.371,0.97,-6.718,0.324,964.931,0.057,74.602,3.764,9.463,0.753,133.348,5.854
2019-02-02 07:00:00,415.366,0.11,1961.4,0.878,131.468,1.105,-6.374,0.35,964.854,0.091,69.936,3.995,8.063,0.91,133.592,8.7
2019-02-02 08:00:00,415.695,0.086,1963.88,0.946,132.946,0.985,-6.079,0.381,964.528,0.129,67.326,5.245,8.625,1.429,147.037,12.34
2019-02-02 09:00:00,415.78,0.048,1964.72,0.634,133.789,0.777,-6.244,0.34,964.341,0.067,69.982,3.689,9.054,0.915,136.031,6.442
2019-02-02 10:00:00,415.722,0.058,1964.69,0.585,134.076,0.872,-6.39,0.432,964.117,0.162,73.701,5.602,9.029,1.47,136.603,10.102
2019-02-02 11:00:00,415.458,0.093,1962.74,0.692,133.325,0.94,-6.309,0.391,963.608,0.169,72.738,4.834,10.216,1.115,133.376,7.262
2019-02-02 12:00:00,415.22,0.028,1960.97,0.286,132.311,0.777,-6.209,0.432,963.143,0.149,72.566,4.87,9.121,1.323,137.467,9.486
2019-02-02 13:00:00,415.171,0.04,1961.06,0.278,132.076,0.77,-5.833,0.37,962.387,0.214,69.932,4.243,9.984,1.365,135.674,8.101
2019-02-02 14:00:00,415.173,0.035,1961.6,0.111,132.808,0.779,-5.762,0.332,961.843,0.209,71.447,3.472,10.775,1.45,133.134,7.942
2019-02-02 15:00:00,415.239,0.035,1961.71,0.195,133.295,0.82,-5.089,0.273,961.214,0.163,65.144,2.191,10.448,1.469,146.613,13.544
2019-02-02 16:00:00,415.256,0.021,1961.97,0.11,133.709,0.707,-5.0,0.073,961.013,0.118,65.734,0.939,9.83,2.083,153.419,13.915
2019-02-02 17:00:00,415.232,0.015,1961.74,0.137,133.298,0.965,-5.043,0.078,960.726,0.135,67.746,0.77,8.869,1.274,150.369,13.268
2019-02-02 18:00:00,415.26,0.014,1961.64,0.104,133.406,0.743,-4.939,0.081,960.389,0.129,67.221,0.861,8.235,1.335,152.422,14.165
2019-02-02 19:00:00,415.307,0.012,1961.94,0.137,133.691,0.7,-4.828,0.059,960.03,0.168,68.519,0.752,8.586,1.768,160.747,13.729
2019-02-02 20:00:00,415.319,0.024,1961.82,0.189,133.655,0.955,-4.658,0.061,959.762,0.139,68.113,0.713,9.009,2.325,146.093,15.524
2019-02-02 21:00:00,415.292,0.013,1961.45,0.17,134.08,0.678,-4.792,0.112,959.563,0.138,71.265,1.726,9.421,2.388,160.914,14.454
2019-02-02 22:00:00,415.279,0.015,1961.15,0.196,133.901,0.842,-4.899,0.078,959.664,0.096,74.125,0.794,7.15,1.518,153.15,16.27
2019-02-02 23:00:00,415.331,0.04,1961.19,0.209,133.927,0.709,-4.775,0.102,959.403,0.141,74.129,1.056,7.419,1.744,155.205,12.918
2019-02-03 00:00:00,415.399,0.026,1961.69,0.275,134.432,0.834,-4.776,0.062,959.368,0.131,73.236,0.673,8.373,1.814,159.576,15.35
2019-02-03 01:00:00,415.49,0.027,1962.18,0.204,134.751,0.909,-4.779,0.072,959.233,0.142,73.109,0.911,8.679,2.181,152.923,17.758
2019-02-03 02:00:00,415.563,0.04,1962.71,0.277,135.499,0.944,-5.01,0.147,959.32,0.083,76.658,2.297,6.633,1.456,151.884,18.377
2019-02-03 03:00:00,415.701,0.076,1963.58,0.401,136.656,0.954,-5.394,0.298,959.272,0.062,84.314,4.081,5.613,1.088,148.053,16.156
2019-02-03 04:00:00,415.939,0.031,1964.99,0.254,137.74,0.949,-4.528,0.067,959.159,0.077,74.052,0.704,5.827,1.486,157.52,23.988
2019-02-03 05:00:00,416.015,0.026,1965.3,0.208,138.317,0.858,-4.457,0.082,959.231,0.059,73.581,0.837,6.156,1.382,159.629,18.955
2019-02-03 06:00:00,415.958,0.021,1964.85,0.132,138.107,0.811,-4.336,0.074,959.185,0.1,72.351,0.657,6.702,1.537,144.504,19.621
2019-02-03 07:00:00,415.927,0.018,1964.73,0.113,137.18,0.734,-4.216,0.076,959.591,0.125,72.561,0.573,5.672,1.627,142.615,20.828
2019-02-03 08:00:00,415.852,0.031,1964.5,0.192,136.76,0.915,-4.269,0.081,959.799,0.067,73.661,0.748,5.566,1.398,151.585,18.274
2019-02-03 09:00:00,415.879,0.027,1964.65,0.144,136.941,0.949,-4.255,0.105,960.028,0.113,71.934,1.202,5.329,1.247,157.006,13.083
2019-02-03 10:00:00,415.97,0.026,1964.88,0.2,137.432,0.853,-4.186,0.086,960.136,0.074,68.252,1.448,5.935,1.212,154.639,15.6
2019-02-03 11:00:00,415.999,0.062,1964.64,0.39,137.726,0.839,-4.304,0.294,960.371,0.124,65.574,1.697,4.801,1.855,147.089,22.083
2019-02-03 12:00:00,416.075,0.055,1964.69,0.289,138.7,0.876,-4.259,0.141,960.579,0.029,62.944,1.129,3.563,1.071,170.935,15.74
2019-02-03 13:00:00,416.047,0.07,1964.61,0.435,137.896,1.107,-4.512,0.309,960.57,0.028,63.918,2.149,3.287,0.949,156.947,23.68
2019-02-03 14:00:00,415.95,0.044,1963.99,0.309,137.484,0.885,-4.697,0.233,960.478,0.074,65.087,1.666,3.642,1.197,150.813,19.638
2019-02-03 15:00:00,415.828,0.051,1963.54,0.211,136.51,0.918,-4.935,0.3,960.365,0.059,69.062,2.053,4.361,0.984,160.791,17.193
2019-02-03 16:00:00,415.76,0.036,1963.4,0.168,136.166,0.844,-5.303,0.291,960.359,0.075,73.034,1.931,4.403,0.737,166.85,13.401
2019-02-03 17:00:00,415.782,0.023,1963.67,0.178,136.441,0.775,-5.003,0.182,960.495,0.028,71.682,1.291,3.34,0.91,166.355,14.304
2019-02-03 18:00:00,415.846,0.047,1963.91,0.281,137.12,0.784,-4.621,0.222,960.3,0.131,70.483,1.097,5.066,2.357,163.463,14.384
2019-02-03 19:00:00,415.74,0.092,1963.12,0.6,135.669,1.162,-4.336,0.081,960.03,0.114,69.402,0.787,8.686,1.261,144.481,15.202
2019-02-03 20:00:00,415.578,0.067,1962.08,0.507,134.605,0.847,-4.639,0.334,960.4,0.099,70.996,3.312,6.034,1.637,154.011,15.349
2019-02-03 21:00:00,415.325,0.085,1960.1,0.595,133.364,0.91,-4.732,0.096,960.47,0.038,71.866,0.83,4.484,0.768,155.293,19.759
2019-02-03 22:00:00,415.236,0.049,1959.83,0.454,132.698,0.96,-5.046,0.169,960.334,0.142,73.747,1.15,5.963,1.881,142.351,11.095
2019-02-03 23:00:00,415.316,0.05,1960.59,0.286,133.83,0.742,-5.331,0.158,960.087,0.083,71.446,1.782,7.017,1.334,141.472,11.991
2019-02-04 00:00:00,415.242,0.038,1960.35,0.36,133.987,0.869,-5.482,0.207,959.889,0.106,75.571,3.043,5.459,1.175,143.468,13.576
2019-02-04 01:00:00,415.275,0.023,1960.65,0.22,134.227,0.978,-5.493,0.179,959.597,0.077,77.308,1.118,5.366,0.888,139.361,13.462
2019-02-04 02:00:00,415.342,0.031,1961.39,0.372,134.741,0.915,-5.727,0.193,959.338,0.073,81.402,2.467,5.699,1.038,134.388,13.174
2019-02-04 03:00:00,415.326,0.025,1961.25,0.312,134.896,0.975,-5.699,0.125,959.196,0.074,84.468,1.285,3.649,1.175,156.812,19.12
2019-02-04 04:00:00,415.289,0.056,1960.75,0.658,134.242,0.84,-5.626,0.181,958.963,0.092,84.23,1.765,4.775,1.326,139.076,20.747
2019-02-04 05:00:00,415.151,0.045,1959.18,0.478,133.582,0.835,-5.592,0.231,958.668,0.088,80.166,2.077,5.889,1.014,126.856,8.028
2019-02-04 06:00:00,415.169,0.079,1959.29,0.959,133.65,0.934,-5.818,0.293,958.499,0.054,80.714,3.041,6.912,1.078,137.147,13.704
2019-02-04 07:00:00,415.112,0.033,1958.53,0.45,133.343,0.84,-5.578,0.199,958.595,0.082,81.129,1.503,4.723,1.212,152.717,17.009
2019-02-04 08:00:00,415.171,0.058,1959.29,0.765,133.33,0.857,-5.573,0.207,958.605,0.053,82.545,1.73,5.92,1.004,134.671,10.698
2019-02-04 09:00:00,415.002,0.041,1957.29,0.481,131.798,0.971,-4.981,0.218,958.684,0.062,77.212,1.769,4.63,1.368,150.502,12.998
2019-02-04 10:00:00,414.951,0.013,1956.68,0.136,131.661,0.813,-4.721,0.215,958.568,0.06,76.584,1.089,5.004,0.889,154.71,16.797
2019-02-04 11:00:00,415.052,0.045,1957.44,0.288,132.584,0.867,-4.548,0.095,958.511,0.054,77.331,1.554,4.886,1.197,142.243,24.017
2019-02-04 12:00:00,415.311,0.132,1959.42,1.021,134.376,1.45,-4.776,0.245,958.521,0.053,80.588,1.783,3.949,1.194,153.734,21.376
2019-02-04 13:00:00,416.084,0.244,1964.58,1.619,140.381,2.096,-4.344,0.175,958.402,0.073,77.903,0.759,5.04,1.344,156.482,21.754
2019-02-04 14:00:00,416.458,0.029,1966.81,0.249,143.577,0.757,-4.134,0.08,958.269,0.059,79.184,0.797,5.243,1.504,149.262,29.515
2019-02-04 15:00:00,416.654,0.053,1967.54,0.321,145.541,0.956,-4.059,0.082,958.228,0.053,79.14,0.585,5.189,1.038,149.491,30.02
2019-02-04 16:00:00,416.777,0.138,1967.9,1.117,146.285,1.455,-3.989,0.194,958.183,0.051,78.808,1.261,4.731,1.165,144.682,24.746
2019-02-04 17:00:00,417.201,0.198,1970.56,1.408,149.658,1.893,-4.17,0.263,958.373,0.068,81.24,1.974,2.936,0.787,141.17,23.058
2019-02-04 18:00:00,417.656,0.15,1973.47,1.109,153.456,1.429,-4.684,0.246,958.56,0.05,87.352,2.241,3.456,0.976,152.438,24.836
2019-02-04 19:00:00,418.042,0.111,1975.92,0.6,156.31,1.134,-4.611,0.33,958.655,0.059,88.791,2.745,3.853,1.276,165.316,24.889
2019-02-04 20:00:00,418.479,0.192,1978.86,1.363,159.867,1.795,-4.609,0.25,958.826,0.055,89.338,2.377,3.596,1.127,156.936,23.589
2019-02-04 21:00:00,418.994,0.107,1982.28,0.801,164.481,1.307,-4.526,0.13,958.909,0.062,86.795,1.205,4.172,1.088,165.566,19.163
2019-02-04 22:00:00,419.305,0.087,1984.86,0.813,167.355,1.064,-4.883,0.131,959.064,0.055,90.78,1.71,3.128,1.321,159.497,25.879
2019-02-04 23:00:00,419.457,0.03,1986.62,0.288,169.001,0.955,-4.802,0.105,959.218,0.073,87.916,1.865,3.33,1.193,154.321,29.206
2019-02-05 00:00:00,419.312,0.071,1986.4,0.39,168.1,0.879,-4.649,0.095,959.259,0.041,82.514,2.124,2.822,1.075,161.618,30.488
2019-02-05 01:00:00,419.052,0.08,1985.18,0.317,166.179,1.103,-4.644,0.092,959.292,0.039,78.689,0.542,3.255,0.988,180.447,22.562
2019-02-05 02:00:00,418.729,0.059,1984.0,0.271,163.427,0.83,-4.838,0.047,959.443,0.045,76.308,1.634,3.805,0.869,167.507,17.244
2019-02-05 03:00:00,418.532,0.087,1982.96,0.562,161.608,0.994,-5.016,0.084,959.408,0.086,71.423,2.168,3.954,1.151,172.417,16.2
2019-02-05 04:00:00,418.363,0.058,1981.84,0.411,160.076,0.955,-5.196,0.053,959.36,0.03,65.773,2.407,4.009,0.956,174.758,11.762
2019-02-05 05:00:00,418.309,0.011,1981.59,0.161,159.386,0.754,-5.29,0.063,959.368,0.028,61.794,0.665,4.219,0.792,177.442,8.753
2019-02-05 06:00:00,418.355,0.025,1982.1,0.189,159.494,0.836,-5.417,0.11,959.57,0.058,61.488,0.682,3.451,0.759,176.416,8.356
2019-02-05 07:00:00,418.458,0.029,1982.73,0.227,160.47,1.114,-5.68,0.105,959.606,0.022,64.41,0.758,3.017,0.442,167.49,7.571
2019-02-05 08:00:00,418.492,0.014,1983.23,0.155,160.072,1.01,-5.567,0.062,959.723,0.078,62.882,0.829,2.739,0.485,176.269,9.032
2019-02-05 09:00:00,418.485,0.039,1983.66,0.18,158.767,1.088,-5.703,0.078,959.92,0.049,63.81,0.999,1.976,0.841,181.845,16.312
2019-02-05 10:00:00,418.438,0.018,1985.56,1.079,156.389,1.288,-5.752,0.045,959.927,0.022,67.909,2.035,3.934,0.612,175.762,11.181
2019-02-05 11:00:00,418.415,0.018,1987.01,0.193,154.475,0.852,-5.675,0.058,959.946,0.022,70.317,0.373,3.64,0.661,177.752,10.582
2019-02-05 12:00:00,418.476,0.054,1988.02,0.568,154.623,0.715,-5.632,0.061,959.924,0.027,71.241,0.975,3.333,0.596,178.549,8.267
2019-02-05 13:00:00,418.46,0.075,1986.96,1.422,155.516,0.887,-5.873,0.177,959.795,0.022,70.966,1.426,1.789,0.751,167.294,16.787
2019-02-05 14:00:00,418.487,0.047,1987.88,0.553,155.262,0.749,-5.808,0.063,959.814,0.018,71.479,0.638,0.957,0.454,166.893,27.412
2019-02-05 15:00:00,418.739,0.057,1990.66,0.612,156.882,0.961,-5.983,0.072,959.683,0.029,75.004,0.713,2.554,0.474,180.008,9.694
2019-02-05 16:00:00,418.851,0.026,1991.83,0.372,157.679,0.895,-6.221,0.071,959.472,0.074,74.786,1.208,2.013,0.659,180.37,14.102
2019-02-05 17:00:00,418.951,0.052,1992.95,0.6,158.414,0.821,-6.46,0.097,959.457,0.022,72.616,0.692,2.919,1.136,185.663,18.214
2019-02-05 18:00:00,419.073,0.018,1994.39,0.19,159.145,0.954,-6.71,0.121,959.359,0.058,74.152,0.61,4.373,0.448,178.812,4.098
2019-02-05 19:00:00,418.997,0.082,1993.54,0.859,158.446,0.907,-6.505,0.12,959.234,0.032,71.031,1.897,3.796,0.549,178.112,6.916
2019-02-05 20:00:00,418.948,0.071,1992.95,0.757,157.862,0.844,-6.606,0.157,959.26,0.029,70.056,1.319,1.973,0.826,162.035,30.943
2019-02-05 21:00:00,418.719,0.094,1990.44,1.014,156.811,1.171,-6.931,0.223,959.235,0.028,70.126,1.688,2.848,0.655,186.227,15.361
2019-02-05 22:00:00,418.751,0.129,1990.74,1.413,157.231,1.237,-7.229,0.106,959.183,0.049,72.509,2.323,3.433,1.524,183.64,11.207
2019-02-05 23:00:00,418.888,0.027,1992.66,0.315,158.3,0.855,-7.592,0.132,959.151,0.105,74.271,0.802,1.823,0.552,192.822,15.214
2019-02-06 00:00:00,418.803,0.04,1991.6,0.538,157.699,0.866,-7.814,0.09,958.963,0.024,73.936,0.603,0.823,0.51,240.359,90.885
2019-02-06 01:00:00,418.794,0.024,1991.45,0.285,157.804,0.732,-8.072,0.139,958.873,0.052,74.45,0.82,1.268,0.763,235.899,69.792
2019-02-06 02:00:00,418.766,0.016,1991.23,0.189,157.688,0.844,-8.506,0.198,958.65,0.086,74.989,1.278,1.742,0.711,156.958,30.804
2019-02-06 03:00:00,418.745,0.026,1991.01,0.289,157.727,0.985,-9.028,0.312,958.273,0.15,75.944,2.593,2.281,0.389,143.435,12.845
2019-02-06 04:00:00,418.717,0.03,1990.85,0.304,157.782,0.775,-8.943,0.294,957.942,0.09,73.2,1.622,1.436,0.478,154.215,21.993
2019-02-06 05:00:00,418.778,0.098,1991.29,0.764,158.05,1.051,-8.926,0.262,957.754,0.053,71.68,1.823,1.083,0.312,117.6,24.2
2019-02-06 06:00:00,419.461,0.255,1996.25,1.84,162.82,1.855,-9.505,0.556,957.628,0.041,72.884,3.638,2.923,0.97,143.29,11.397
2019-02-06 07:00:00,419.747,0.144,1997.92,0.801,164.766,1.076,-8.927,0.539,957.509,0.033,68.783,3.331,1.86,0.457,171.204,15.355
2019-02-06 08:00:00,419.688,0.211,1997.47,1.476,164.325,1.759,-8.962,0.402,957.394,0.052,68.756,1.579,1.643,0.295,163.336,14.566
2019-02-06 09:00:00,420.029,0.13,1999.41,0.73,166.912,1.465,-8.99,0.188,957.133,0.112,68.975,0.81,1.641,0.386,141.282,24.675
2019-02-06 10:00:00,420.227,0.037,2000.25,0.238,168.735,0.924,-8.73,0.146,956.712,0.096,68.504,0.503,1.664,0.296,156.007,13.379
2019-02-06 11:00:00,420.273,0.048,2000.46,0.267,169.855,1.058,-8.892,0.407,956.42,0.07,69.664,1.426,1.939,0.355,166.719,17.441
2019-02-06 12:00:00,420.221,0.088,1999.94,0.738,170.096,1.005,-8.999,0.182,956.095,0.146,70.402,1.068,0.632,0.405,121.896,72.929
2019-02-06 13:00:00,418.181,0.337,1983.42,2.727,155.875,2.355,-9.453,0.255,955.599,0.154,70.399,0.93,1.796,0.735,128.781,23.693
2019-02-06 14:00:00,417.565,0.598,1978.19,5.055,151.616,4.156,-10.161,0.287,955.047,0.105,75.297,3.182,2.736,0.531,151.19,10.006
2019-02-06 15:00:00,416.517,0.306,1969.11,2.66,144.919,2.155,-9.974,0.079,954.539,0.18,73.18,0.703,3.053,0.518,150.643,9.845
2019-02-06 16:00:00,416.139,0.258,1965.8,2.231,142.628,1.89,-10.026,0.179,953.992,0.106,71.862,1.288,2.705,0.472,156.128,12.594
2019-02-06 17:00:00,415.66,0.202,1961.66,1.702,139.614,1.568,-10.412,0.457,953.673,0.094,73.817,4.286,2.95,0.745,160.097,12.824
2019-02-06 18:00:00,415.298,0.293,1958.53,2.379,136.96,2.193,-10.523,0.548,953.281,0.08,74.242,5.126,2.593,0.554,160.725,10.764
2019-02-06 19:00:00,414.841,0.119,1954.81,0.944,133.831,1.293,-10.522,0.258,952.926,0.112,72.094,2.124,3.31,0.866,150.229,9.189
2019-02-06 20:00:00,414.683,0.06,1953.6,0.467,132.538,0.813,-10.572,0.216,952.51,0.158,70.84,0.843,4.341,0.561,156.73,8.925
2019-02-06 21:00:00,414.535,0.038,1952.43,0.32,132.016,0.847,-10.795,0.115,952.19,0.13,74.106,1.339,4.586,0.924,160.82,7.397
2019-02-06 22:00:00,414.466,0.025,1951.93,0.183,132.148,0.813,-10.549,0.499,951.786,0.125,73.236,4.613,4.051,0.681,170.506,10.498
2019-02-06 23:00:00,414.492,0.032,1951.95,0.135,132.191,0.814,-10.338,0.125,951.495,0.123,74.786,1.447,4.691,0.702,163.214,10.596
2019-02-07 00:00:00,414.596,0.034,1952.22,0.144,132.723,0.781,-10.108,0.298,951.058,0.125,71.37,2.245,4.092,0.509,161.274,14.546
2019-02-07 01:00:00,414.721,0.038,1952.92,0.222,133.261,0.871,-9.442,0.2,950.636,0.133,67.19,0.805,5.239,0.688,149.027,8.899
2019-02-07 02:00:00,414.827,0.025,1953.41,0.186,133.684,0.808,-9.244,0.138,950.254,0.141,66.275,0.626,4.948,0.523,153.647,8.313
2019-02-07 03:00:00,414.89,0.029,1953.83,0.26,133.923,0.787,-9.129,0.113,949.874,0.103,66.214,0.591,4.055,0.643,159.155,9.283
2019-02-07 04:00:00,414.959,0.029,1954.25,0.232,135.049,0.965,-9.009,0.15,949.37,0.17,65.453,0.812,4.686,0.409,159.855,7.468
2019-02-07 05:00:00,415.058,0.046,1955.22,0.521,137.1,1.21,-8.972,0.441,949.03,0.034,64.316,2.077,4.02,0.642,153.329,8.142
2019-02-07 06:00:00,415.129,0.037,1956.21,0.479,138.824,1.213,-9.155,0.288,948.948,0.03,65.701,1.399,3.753,0.424,152.665,9.437
2019-02-07 07:00:00,415.187,0.023,1956.78,0.187,140.529,1.033,-9.495,0.202,948.878,0.034,66.975,0.901,3.281,0.463,144.36,6.693
2019-02-07 08:00:00,415.231,0.019,1956.73,0.118,142.802,1.208,-9.507,0.173,948.755,0.035,64.358,1.186,2.806,0.379,145.91,16.464
2019-02-07 09:00:00,415.273,0.02,1956.71,0.156,145.269,1.347,-9.492,0.116,948.61,0.055,63.083,0.871,2.473,0.308,139.329,10.948
2019-02-07 10:00:00,415.304,0.023,1956.39,0.248,147.233,0.869,-9.668,0.163,948.383,0.068,62.007,1.518,2.651,0.554,137.822,15.936
2019-02-07 11:00:00,415.403,0.05,1956.86,0.344,148.5,0.91,-9.706,0.099,948.187,0.073,60.992,0.85,3.223,0.619,148.047,8.304
2019-02-07 12:00:00,415.683,0.157,1959.17,1.442,150.087,0.965,-9.66,0.177,948.102,0.026,58.844,1.215,3.875,0.426,145.774,7.62
2019-02-07 13:00:00,416.22,0.169,1964.25,1.674,152.229,0.956,-9.602,0.114,947.992,0.059,56.718,0.679,4.398,0.519,143.5,7.471
2019-02-07 14:00:00,416.58,0.078,1967.82,0.737,153.297,0.787,-9.679,0.086,947.64,0.142,56.538,0.398,4.073,0.398,151.23,9.076
2019-02-07 15:00:00,416.796,0.047,1969.74,0.379,154.27,0.905,-9.864,0.183,947.342,0.052,57.032,0.719,4.044,0.587,148.945,8.865
2019-02-07 16:00:00,416.895,0.04,1970.44,0.459,155.188,0.937,-10.356,0.291,947.214,0.046,58.314,0.921,3.58,0.531,156.827,8.01
2019-02-07 17:00:00,416.807,0.056,1969.57,0.52,155.71,0.937,-10.671,0.264,947.082,0.058,58.551,1.298,3.283,0.353,150.179,9.826
2019-02-07 18:00:00,416.528,0.133,1967.55,1.054,152.756,1.483,-10.484,0.072,946.914,0.03,56.748,0.471,4.51,0.577,144.215,4.589
2019-02-07 19:00:00,416.289,0.08,1965.28,0.856,150.878,1.062,-10.514,0.107,946.853,0.038,54.864,0.928,4.925,0.502,146.726,6.735
2019-02-07 20:00:00,415.947,0.114,1962.35,0.918,147.042,1.812,-10.498,0.14,946.823,0.034,52.909,0.733,5.737,0.545,135.418,6.272
2019-02-07 21:00:00,415.929,0.051,1962.39,0.443,146.599,0.87,-10.854,0.15,946.763,0.039,54.361,0.722,5.403,0.583,139.188,6.07
2019-02-07 22:00:00,415.959,0.016,1962.54,0.182,147.305,0.926,-11.201,0.117,946.652,0.05,57.087,1.135,6.037,0.559,140.313,5.268
2019-02-07 23:00:00,416.274,0.19,1965.94,1.91,148.432,1.25,-11.47,0.155,946.677,0.058,59.73,1.102,6.364,0.575,141.116,4.09
2019-02-08 00:00:00,417.59,0.254,1978.53,2.455,155.855,1.668,-11.432,0.104,946.731,0.036,58.483,0.566,5.926,0.521,143.73,8.499
2019-02-08 01:00:00,418.267,0.229,1985.11,2.247,159.559,1.483,-11.548,0.11,946.778,0.071,58.476,0.788,6.021,0.474,143.556,6.206
2019-02-08 02:00:00,418.028,0.539,1983.16,4.874,157.365,3.794,-11.399,0.124,946.974,0.052,59.056,1.763,7.738,0.728,144.067,4.889
2019-02-08 03:00:00,416.881,0.329,1972.57,3.198,149.527,2.471,-11.597,0.116,947.115,0.062,62.948,0.596,6.874,0.643,144.5,5.446
2019-02-08 04:00:00,415.622,0.388,1960.26,3.797,140.308,2.869,-11.436,0.172,947.138,0.029,61.557,1.218,5.803,0.609,137.816,4.665
2019-02-08 05:00:00,415.191,0.078,1955.92,0.672,137.015,0.962,-11.116,0.133,947.296,0.043,57.958,1.134,4.409,0.962,140.131,7.295
2019-02-08 06:00:00,415.434,0.116,1958.2,1.12,138.262,0.962,-10.96,0.077,947.437,0.03,57.132,0.542,3.376,0.666,133.307,6.664
2019-02-08 07:00:00,415.688,0.02,1960.51,0.185,140.328,0.949,-10.901,0.057,947.493,0.048,56.233,0.467,3.143,0.529,141.371,9.307
2019-02-08 08:00:00,415.736,0.03,1960.71,0.251,140.507,0.819,-10.898,0.076,947.677,0.095,56.004,0.719,3.558,0.526,153.108,9.177
2019-02-08 09:00:00,415.835,0.028,1961.29,0.167,140.542,0.736,-10.921,0.076,947.809,0.023,54.988,0.424,3.999,0.51,142.922,8.602
2019-02-08 10:00:00,415.816,0.031,1960.72,0.335,140.199,0.793,-11.106,0.112,947.779,0.023,55.652,0.411,4.678,0.478,143.266,4.33
2019-02-08 11:00:00,415.736,0.023,1959.66,0.233,139.572,0.789,-11.338,0.086,947.777,0.023,55.273,0.386,5.12,0.445,142.033,4.762
2019-02-08 12:00:00,415.87,0.047,1960.58,0.374,140.287,1.013,-11.416,0.084,947.763,0.029,55.189,0.717,4.846,0.593,136.876,8.236
2019-02-08 13:00:00,415.728,0.036,1959.49,0.277,139.24,0.925,-11.73,0.107,947.631,0.049,58.102,0.845,4.139,0.441,123.257,7.222
2019-02-08 14:00:00,415.677,0.048,1959.07,0.383,138.961,0.815,-11.973,0.157,947.445,0.06,60.392,1.795,3.917,0.565,116.042,8.266
2019-02-08 15:00:00,415.494,0.053,1957.67,0.449,137.671,0.927,-12.257,0.101,947.351,0.043,65.061,1.398,4.406,0.302,124.185,4.542
